,Brand,APPLE,ASUS,Avita,DELL,HP,Lenovo,MSI,acer
63,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
71,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
74,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
80,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
86,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
87,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
88,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
90,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
93,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
95,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
96,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
98,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
100,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
114,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
