,Brand,APPLE,ASUS,Avita,DELL,HP,Lenovo,MSI,acer
359,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
360,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
361,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
362,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
363,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
364,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
365,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
366,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
367,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
368,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
369,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
370,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
371,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
373,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
374,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
376,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
377,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
378,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
380,Avita,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
381,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
382,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
383,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Avita,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
385,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
387,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
388,Avita,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
389,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
390,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
391,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
393,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
395,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
396,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
399,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
400,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
401,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
402,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
403,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
404,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
405,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
406,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
407,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
408,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
409,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
411,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
412,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
413,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
414,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
415,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
416,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
417,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
418,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
419,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
420,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
421,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
422,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
423,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
424,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
425,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
426,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
427,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
428,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
430,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
431,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
432,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
433,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
434,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
435,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
436,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
437,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
438,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
439,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
441,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
442,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
444,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
445,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
446,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
447,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
448,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
449,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
450,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
451,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
452,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
453,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
454,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
455,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
456,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
457,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
458,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
459,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
460,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
461,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
462,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
463,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
464,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
465,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
466,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
467,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
468,Avita,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
469,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
470,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
471,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
472,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
473,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
474,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
475,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
477,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
478,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
480,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
481,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
482,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
483,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
484,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
485,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
486,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
487,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
488,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
489,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
490,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
491,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
492,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
493,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
494,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
495,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
496,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
497,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
498,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
499,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
500,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
501,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
502,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
503,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
504,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
505,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
506,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
508,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
510,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
511,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
512,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
513,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
514,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
515,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
516,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
517,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
518,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
519,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
520,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
521,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
522,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
523,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
525,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
526,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
527,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
528,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
529,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
530,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
531,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
532,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
533,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
534,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
535,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
536,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
537,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
538,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
539,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
540,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
541,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
542,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
543,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
544,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
545,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
546,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
547,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
548,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
549,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
550,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
551,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
552,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
553,Avita,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
554,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
555,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
556,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
557,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
558,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
559,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
560,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
561,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
562,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
563,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
564,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
565,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
566,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
567,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
568,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
569,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
570,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
571,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
572,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
573,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
574,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
575,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
576,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
577,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
578,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
579,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
580,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
581,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
582,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,APPLE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
602,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
603,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
604,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
605,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
606,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
607,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
608,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
609,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
610,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
611,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
612,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
613,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
614,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
615,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
616,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
617,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
618,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
619,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
620,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
621,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
622,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
623,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
624,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
625,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
626,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
627,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
628,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
629,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
630,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
631,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
632,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
633,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
634,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
635,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
636,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
637,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
638,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
639,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
640,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
641,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
642,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
643,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
644,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
645,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
646,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
647,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
648,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
649,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
650,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
651,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
652,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
653,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
654,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
655,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
656,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
657,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
658,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
659,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
660,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
661,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
662,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
663,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
664,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
665,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
666,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
667,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
668,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
669,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
670,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
671,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
672,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
673,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
674,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
675,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
676,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
677,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
678,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
679,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
680,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
681,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
682,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
683,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
684,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
685,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
686,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
687,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
688,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
689,MSI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
690,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
691,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
692,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
693,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
694,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
695,acer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
696,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
697,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
698,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
699,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
700,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
701,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
702,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
703,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
704,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
705,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
706,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
707,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
708,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
709,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
710,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
711,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
712,Lenovo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
713,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
714,DELL,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
715,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
716,HP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
717,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
718,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
719,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
720,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
721,ASUS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
