,Processor_brand,AMD,Intel,M1
772,AMD,1.0,0.0,0.0
773,AMD,1.0,0.0,0.0
774,AMD,1.0,0.0,0.0
775,AMD,1.0,0.0,0.0
776,AMD,1.0,0.0,0.0
777,AMD,1.0,0.0,0.0
778,AMD,1.0,0.0,0.0
779,AMD,1.0,0.0,0.0
780,AMD,1.0,0.0,0.0
781,AMD,1.0,0.0,0.0
782,AMD,1.0,0.0,0.0
783,AMD,1.0,0.0,0.0
784,AMD,1.0,0.0,0.0
785,AMD,1.0,0.0,0.0
786,AMD,1.0,0.0,0.0
787,AMD,1.0,0.0,0.0
788,AMD,1.0,0.0,0.0
789,AMD,1.0,0.0,0.0
790,AMD,1.0,0.0,0.0
791,AMD,1.0,0.0,0.0
792,AMD,1.0,0.0,0.0
793,AMD,1.0,0.0,0.0
794,AMD,1.0,0.0,0.0
795,AMD,1.0,0.0,0.0
796,AMD,1.0,0.0,0.0
797,AMD,1.0,0.0,0.0
798,AMD,1.0,0.0,0.0
799,AMD,1.0,0.0,0.0
800,AMD,1.0,0.0,0.0
