,Brand,Processor_brand,Processor_name,Processor_gnrtn,Ram_gb,Ram_type,Ssd,Hdd,Os,Os_bit,Graphic_card_gb,Weight,Warranty,Touchscreen,Msoffice,Price,Rating,Number of ratings,Number of reviews
687,Lenovo,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,4,Casual,1,No,No,76498,3,0,0
688,DELL,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,4,Casual,1,No,No,98920,3,0,0
689,MSI,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,54990,4,1410,203
690,acer,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,49990,4,47,6
691,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,32,0,Casual,1,No,No,52380,3,0,0
692,acer,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,49990,4,6,1
693,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,52500,4,741,67
694,ASUS,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,49990,4,14,2
695,acer,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,75999,3,0,0
696,ASUS,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,80990,3,0,0
697,Lenovo,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,32,0,Casual,1,No,No,59900,3,3,0
698,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,54590,4,349,69
699,DELL,AMD,Ryzen 5,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,75500,3,0,0
700,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,51890,4,519,48
701,ASUS,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,78000,2,3,0
702,HP,AMD,Ryzen 5,Not Available,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,59999,4,19,1
703,HP,AMD,Ryzen 5,Not Available,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,64990,3,8,1
704,DELL,AMD,Ryzen 5,Not Available,4,DDR4,1024,0,Windows,32,0,Casual,1,No,No,57900,4,3,1
705,Lenovo,AMD,Ryzen 5,Not Available,4,LPDDR4X,1024,0,Windows,64,0,ThinNlight,3,Yes,Yes,81978,3,0,0
706,HP,AMD,Ryzen 5,Not Available,4,DDR4,512,1024,Windows,64,4,Gaming,1,No,No,59990,4,1480,151
707,DELL,AMD,Ryzen 5,Not Available,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,49490,4,31,3
708,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,54990,4,18,3
709,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,256,1024,Windows,64,4,Casual,1,No,No,68500,4,271,24
710,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,54990,4,49,6
711,ASUS,AMD,Ryzen 5,Not Available,8,DDR4,256,1024,Windows,32,0,Casual,1,No,Yes,54990,4,474,65
712,Lenovo,AMD,Ryzen 5,Not Available,8,DDR4,256,1024,Windows,64,0,Gaming,1,No,Yes,63990,4,861,116
713,HP,AMD,Ryzen 5,Not Available,4,DDR4,256,1024,Windows,64,4,Gaming,1,No,No,80000,4,34,6
714,DELL,AMD,Ryzen 5,Not Available,4,DDR4,256,1024,Windows,32,0,Casual,1,No,No,51990,3,0,0
715,ASUS,AMD,Ryzen 5,Not Available,4,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,62990,4,165,34
716,HP,AMD,Ryzen 5,Not Available,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,No,52990,4,698,74
717,ASUS,AMD,Ryzen 5,Not Available,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,75100,3,0,0
718,ASUS,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,32,4,Gaming,1,No,No,76990,4,22,3
719,ASUS,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,79990,3,0,0
720,ASUS,AMD,Ryzen 7,Not Available,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,71990,4,144,16
721,ASUS,AMD,Ryzen 7,Not Available,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,71990,4,1810,235
722,Lenovo,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,99990,4,26,1
723,ASUS,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,79990,3,0,0
724,DELL,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,93990,3,0,0
725,ASUS,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,64,4,Gaming,1,No,No,82990,4,1067,145
726,ASUS,AMD,Ryzen 7,Not Available,4,DDR5,512,0,Windows,64,4,Casual,1,No,No,106990,3,0,0
727,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,92990,4,25,4
728,Lenovo,Intel,Ryzen 7,Not Available,4,DDR4,512,0,Windows,32,4,Casual,3,No,Yes,81490,3,0,0
729,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,56990,3,0,0
730,MSI,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,64990,3,0,0
731,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,60990,4,530,69
732,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,84988,3,0,0
733,HP,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,4,Casual,1,No,No,90990,4,273,40
734,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,No,63990,4,77,7
735,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,63990,4,105,10
736,HP,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,57999,4,44,5
737,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,32,4,Casual,1,No,No,72400,3,0,0
738,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,78990,4,6,0
739,acer,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,59990,3,0,0
740,ASUS,AMD,Ryzen 7,Not Available,4,DDR5,512,0,Windows,32,4,Casual,1,No,No,111990,3,0,0
741,HP,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,32,0,Casual,1,Yes,No,109000,3,0,0
742,DELL,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,6,Casual,1,No,No,89990,4,191,27
743,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,78988,3,0,0
744,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,4,Casual,1,No,No,73138,3,4,1
745,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,4,Casual,1,No,No,106990,3,0,0
746,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,32,4,Casual,1,No,No,79990,3,0,0
747,DELL,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,89570,3,0,0
748,HP,AMD,Ryzen 7,Not Available,4,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,68500,4,134,22
749,Lenovo,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,73400,3,0,0
750,HP,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,79990,3,23,6
751,HP,AMD,Ryzen 7,Not Available,16,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,84990,2,4,2
752,MSI,AMD,Ryzen 7,Not Available,16,DDR4,1024,0,Windows,64,8,Casual,1,No,No,99990,4,108,24
753,ASUS,AMD,Ryzen 7,Not Available,8,LPDDR4X,1024,0,Windows,64,4,Casual,1,No,No,72990,4,198,24
754,HP,AMD,Ryzen 7,Not Available,16,DDR4,1024,0,Windows,64,0,ThinNlight,1,Yes,Yes,92990,3,0,0
755,HP,AMD,Ryzen 7,Not Available,16,DDR4,1024,0,Windows,64,0,ThinNlight,1,No,Yes,84190,3,0,0
756,ASUS,AMD,Ryzen 7,Not Available,16,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,112990,3,0,0
757,ASUS,AMD,Ryzen 7,Not Available,4,DDR5,1024,0,Windows,32,4,Casual,1,No,No,114990,3,0,0
758,acer,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,99990,3,0,0
759,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,32,4,Gaming,1,No,No,95990,4,57,3
760,HP,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,64,8,Casual,1,No,No,159990,4,17,2
761,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,Yes,76990,3,0,0
762,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,64,6,Casual,1,No,Yes,130990,3,0,0
763,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,99990,3,0,0
764,ASUS,AMD,Ryzen 7,Not Available,4,DDR5,1024,0,Windows,64,4,Casual,1,No,No,112990,3,0,0
765,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,Yes,77988,3,0,0
766,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,Yes,76000,5,1,1
767,ASUS,AMD,Ryzen 7,Not Available,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,No,99990,4,77,15
768,ASUS,AMD,Ryzen 7,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,111000,3,0,0
769,ASUS,AMD,Ryzen 7,Not Available,16,LPDDR4X,1024,0,Windows,64,0,ThinNlight,1,No,Yes,84970,3,2,1
770,HP,AMD,Ryzen 7,Not Available,16,DDR4,256,1024,Windows,64,4,Gaming,1,No,Yes,75990,4,1084,123
771,acer,AMD,Ryzen 7,Not Available,16,DDR4,256,1024,Windows,64,6,Casual,1,No,No,89990,4,272,36
772,acer,AMD,Ryzen 7,Not Available,16,DDR4,256,1024,Windows,64,4,Casual,1,No,No,81990,4,141,24
773,Lenovo,AMD,Ryzen 7,Not Available,4,DDR4,512,1024,Windows,32,0,Casual,1,No,No,80490,3,0,0
774,ASUS,AMD,Ryzen 9,Not Available,16,DDR4,1024,0,Windows,64,6,Casual,1,No,No,135990,3,0,0
775,ASUS,AMD,Ryzen 9,Not Available,16,DDR4,1024,0,Windows,32,0,Casual,1,No,No,154990,4,194,42
776,ASUS,AMD,Ryzen 9,Not Available,16,DDR4,1024,0,Windows,64,8,Casual,1,No,Yes,199990,4,9,2
777,ASUS,AMD,Ryzen 9,Not Available,16,DDR4,1024,0,Windows,64,4,Casual,1,No,No,114990,4,28,4
778,ASUS,AMD,Ryzen 9,Not Available,16,DDR4,1024,0,Windows,64,6,Casual,1,No,Yes,129990,4,204,35
779,ASUS,AMD,Ryzen 9,Not Available,16,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,114990,4,32,6
780,MSI,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,146990,3,0,0
781,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,104990,4,14,2
782,ASUS,AMD,Ryzen 9,Not Available,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,No,114990,4,14,1
783,ASUS,AMD,Ryzen 9,Not Available,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,124990,5,3,0
784,ASUS,AMD,Ryzen 9,Not Available,4,LPDDR4X,1024,0,Windows,64,0,Casual,1,Yes,No,134990,3,0,0
785,HP,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,8,Casual,1,No,Yes,141990,3,0,0
786,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,129990,3,0,0
787,ASUS,AMD,Ryzen 9,Not Available,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,142990,4,4,1
788,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,121990,3,0,0
789,ASUS,AMD,Ryzen 9,Not Available,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,124990,4,44,12
790,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,6,Casual,1,No,No,141990,4,61,13
791,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,162990,3,0,0
792,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,130500,3,0,0
793,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,116990,3,0,0
794,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,32,6,Casual,1,No,No,138990,3,0,0
795,ASUS,AMD,Ryzen 9,Not Available,4,LPDDR4X,1024,0,Windows,64,4,Casual,1,Yes,Yes,234990,3,0,0
796,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,135990,3,0,0
797,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,0,Casual,1,No,No,144990,3,0,0
798,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,149990,3,0,0
799,ASUS,AMD,Ryzen 9,Not Available,4,DDR4,1024,0,Windows,64,4,Casual,1,No,No,142990,3,0,0
800,Lenovo,AMD,Ryzen 5,10th,8,DDR4,512,0,DOS,64,0,ThinNlight,1,No,No,57490,4,18,4
