,Brand,Processor_brand,Processor_name,Processor_gnrtn,Ram_gb,Ram_type,Ssd,Hdd,Os,Os_bit,Graphic_card_gb,Weight,Warranty,Touchscreen,Msoffice,Price,Rating,Number of ratings,Number of reviews
224,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,71990,4,91,17
225,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,47990,4,35,2
226,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,32,0,ThinNlight,2,No,Yes,48490,4,126,13
227,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,72990,4,74,10
228,MSI,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,2,No,No,76990,4,75,17
229,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Gaming,1,No,Yes,89990,4,124,17
230,MSI,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,59990,4,1597,228
231,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,65990,4,3850,378
232,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,71990,4,7,1
233,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,71890,4,3,0
234,Lenovo,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,64990,3,0,0
235,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,65990,3,0,0
236,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,55999,4,5,1
237,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,73490,4,213,45
238,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,74490,4,10,0
239,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,58340,4,69,6
240,acer,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,55999,4,6,0
241,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,67990,4,93,9
242,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,59990,4,11,2
243,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,6,Casual,1,No,Yes,82990,4,262,31
244,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,64190,3,0,0
245,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,70090,4,5,1
246,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,No,49990,4,45,3
247,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,55490,3,8,1
248,HP,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,97990,5,3,1
249,ASUS,Intel,Core i5,9th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,54990,4,1681,227
250,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,59990,4,37,2
251,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,53990,4,61,2
252,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,66999,4,17,1
253,acer,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,60990,4,17,1
254,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,47990,4,1625,152
255,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,ThinNlight,1,No,Yes,59999,4,4,1
256,DELL,Intel,Core i5,10th,16,DDR4,512,0,Windows,64,4,Casual,1,No,No,79990,3,0,0
257,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,63990,3,0,0
258,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,63990,4,17,1
259,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,1,No,No,59990,3,0,0
260,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,55990,3,0,0
261,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,63990,4,3,0
262,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,69490,3,0,0
263,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,89390,3,0,0
264,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,No,74990,3,0,0
265,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,64990,4,48,12
266,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,66490,4,282,36
267,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,89702,3,0,0
268,Lenovo,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,70990,4,67,4
269,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,58990,3,0,0
270,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,57500,3,0,0
271,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,79990,4,23,2
272,MSI,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,56541,4,677,87
273,ASUS,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,59990,3,3,0
274,Lenovo,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,64990,4,46,4
275,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,61290,3,4,1
276,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,54990,4,9,1
277,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,59990,4,26,4
278,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,6,Casual,1,No,No,84990,5,5,0
279,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,72500,4,40,3
280,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,59990,3,44,6
281,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,87990,4,28,6
282,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,57990,4,1541,123
283,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,69490,4,72,7
284,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,3,Yes,Yes,68990,4,44,8
285,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,Casual,1,No,Yes,77990,4,17,2
286,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,105990,4,59,11
287,MSI,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,79990,3,0,0
288,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,55490,4,337,27
289,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,69990,4,10,2
290,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,84990,4,10,2
291,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,59990,3,31,7
292,DELL,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,111890,3,0,0
293,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,No,No,65990,4,10,0
294,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,32,0,Casual,1,No,Yes,72990,4,76,14
295,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,71090,4,44,6
296,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,2,No,No,74990,3,0,0
297,ASUS,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,1,No,Yes,79990,4,11,3
298,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,55490,4,138,16
299,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,Yes,66490,4,199,17
300,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,53400,4,46,6
301,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,74500,4,45,5
302,DELL,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,Yes,114990,3,0,0
303,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,1,No,No,61990,4,35,4
304,APPLE,Intel,Core i5,10th,8,LPDDR4X,512,0,Mac,64,0,Casual,1,No,No,159990,4,32,5
305,APPLE,Intel,Core i5,8th,8,DDR3,512,0,Mac,64,0,Casual,1,No,No,172090,4,108,13
306,MSI,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,74990,3,0,0
307,MSI,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,56490,4,814,112
308,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,3,No,No,147000,3,0,0
309,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,55990,4,75,9
310,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,Yes,77990,3,0,0
311,HP,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,106490,4,3,0
312,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,2,Casual,1,No,Yes,70990,4,11,3
313,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,64990,4,125,11
314,acer,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,57990,3,0,0
315,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,64990,4,4,0
316,MSI,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,54990,4,714,147
317,HP,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,111999,3,0,0
318,Lenovo,Intel,Core i5,10th,8,LPDDR4X,512,0,Windows,64,2,Casual,1,No,Yes,70798,4,21,3
319,Lenovo,Intel,Core i5,9th,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,59990,3,9,1
320,acer,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,99500,3,0,0
321,HP,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,55990,4,30,4
322,ASUS,Intel,Core i5,8th,8,LPDDR3,512,0,Windows,64,0,ThinNlight,1,No,No,72990,4,44,4
323,acer,Intel,Core i5,8th,8,DDR3,512,0,Windows,64,0,ThinNlight,1,No,No,64990,3,4,1
324,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,57990,3,0,0
325,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,76990,4,14,2
326,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,2,No,Yes,62998,4,739,71
327,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,77990,4,31,5
328,HP,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,114990,4,145,19
329,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,65990,3,0,0
330,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,88990,3,19,2
331,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,1,No,No,113590,3,0,0
332,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,Yes,73990,4,32,6
333,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,61000,4,1124,100
334,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,99990,4,35,6
335,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,67990,4,9,0
336,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,70799,4,98,6
337,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,65990,4,31,2
338,ASUS,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,53690,4,19,3
339,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,53190,4,11,0
340,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,32,2,Casual,2,No,Yes,58999,4,45,3
341,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,ThinNlight,3,No,No,71990,3,0,0
342,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,4,Casual,1,No,No,82000,3,0,0
343,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,ThinNlight,1,No,No,84990,3,0,0
344,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,No,No,89998,3,0,0
345,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,99990,3,0,0
346,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,69899,4,474,37
347,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,79990,3,0,0
348,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,76300,4,6,0
349,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,55999,3,0,0
350,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,72900,3,24,4
351,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,73990,4,195,17
352,ASUS,Intel,Core i5,11th,8,LPDDR4,512,0,Windows,64,0,ThinNlight,1,No,No,84990,3,0,0
353,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,2,Casual,1,No,No,73519,3,0,0
354,HP,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,No,126000,5,2,1
355,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,6,Casual,1,No,No,88990,3,0,0
356,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,114999,3,0,0
357,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,82990,4,21,2
358,acer,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,No,109999,3,0,0
359,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,Yes,Yes,82990,3,0,0
360,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,79990,4,5,0
361,ASUS,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,114990,3,0,0
362,HP,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,Yes,No,129999,3,0,0
363,MSI,Intel,Core i5,8th,8,DDR5,512,0,Windows,32,6,Casual,1,No,No,149990,4,10,3
364,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,No,No,71290,3,0,0
365,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,79500,4,10,1
366,DELL,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,82990,3,15,3
367,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,70980,4,138,23
368,HP,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,0,Casual,1,No,No,94000,3,0,0
369,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,No,82990,4,16,3
370,MSI,Intel,Core i5,11th,8,LPDDR4X,512,0,Windows,64,0,Casual,1,No,No,79990,4,11,4
371,ASUS,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,85990,3,0,0
372,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,1,No,No,86990,3,0,0
373,ASUS,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,2,Casual,1,No,Yes,105990,5,4,0
374,ASUS,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,1,No,No,84990,3,0,0
375,Lenovo,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,2,Casual,1,No,Yes,59999,4,22,3
376,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,No,Yes,91999,4,16,2
377,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,78900,3,16,1
378,ASUS,Intel,Core i5,10th,8,LPDDR3,512,0,Windows,64,0,Casual,1,No,No,132790,3,0,0
379,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Gaming,1,No,No,60990,3,14,6
380,Avita,Intel,Core i5,7th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,65556,3,0,0
381,DELL,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,70190,3,6,3
382,DELL,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,No,79590,3,0,0
383,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,76990,3,0,0
384,Avita,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,44990,3,17,3
385,ASUS,Intel,Core i5,11th,8,DDR4,512,0,Windows,64,0,Casual,1,Yes,Yes,84990,3,17,2
386,Lenovo,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,2,Casual,1,Yes,Yes,86999,4,3,0
387,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,2,Casual,1,No,No,78000,4,512,85
388,Avita,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,No,73063,3,17,3
389,HP,Intel,Core i5,11th,16,DDR4,512,0,Windows,64,4,Casual,1,No,Yes,100990,3,0,0
390,Lenovo,Intel,Core i5,8th,8,DDR4,512,0,Windows,64,0,ThinNlight,1,No,Yes,74990,3,3,1
391,ASUS,Intel,Core i5,10th,8,DDR4,512,0,Windows,64,4,Casual,1,No,No,75990,4,1365,137
392,Lenovo,Intel,Core i5,11th,8,DDR4,512,0,Windows,32,2,Casual,1,No,Yes,84086,3,8,3
393,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Gaming,1,No,No,75990,4,368,48
394,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Gaming,1,No,Yes,77990,4,202,26
395,ASUS,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64,4,Casual,1,No,No,77990,4,187,26
396,APPLE,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64,0,Casual,1,No,No,179990,4,31,3
397,APPLE,Intel,Core i5,10th,16,LPDDR4X,1024,0,Mac,64,0,Casual,1,No,No,179990,4,91,5
398,ASUS,Intel,Core i5,10th,8,DDR4,1024,0,Windows,64,4,Casual,1,No,No,82990,4,844,118
399,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Casual,1,No,No,87990,3,0,0
400,ASUS,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,4,Casual,1,No,No,84500,4,3,0
401,DELL,Intel,Core i5,11th,8,LPDDR4X,1024,0,Windows,64,0,ThinNlight,1,No,No,74190,4,21,3
402,Lenovo,Intel,Core i5,11th,8,DDR4,1024,0,Windows,64,0,ThinNlight,1,No,Yes,64990,3,4,0
403,Lenovo,Intel,Core i5,10th,8,DDR4,512,512,Windows,64,0,ThinNlight,3,Yes,No,155411,3,0,0
404,Lenovo,Intel,Core i5,10th,8,DDR4,512,512,Windows,64,0,ThinNlight,3,Yes,No,125394,3,0,0
405,acer,Intel,Core i5,11th,8,DDR4,512,1024,Windows,64,0,Casual,1,No,No,49990,3,0,0
406,acer,Intel,Core i5,11th,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,No,46990,3,253,28
407,DELL,Intel,Core i5,11th,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,Yes,48990,3,470,46
408,acer,Intel,Core i5,8th,8,DDR4,512,1024,Windows,64,2,Casual,1,No,Yes,59999,4,118,28
409,ASUS,Intel,Core i5,10th,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,No,46990,4,1444,179
410,MSI,Intel,Core i5,10th,8,DDR4,512,1024,Windows,64,4,Casual,2,No,No,52990,4,1114,137
411,Lenovo,Intel,Core i5,7th,8,DDR4,512,1024,Windows,32,2,Casual,1,No,No,57999,3,0,0
412,Lenovo,Intel,Core i5,4th,8,DDR3,512,1024,Windows,64,0,Casual,1,No,No,52490,3,78,17
413,Lenovo,Intel,Core i5,8th,8,DDR4,512,1024,Windows,64,4,Casual,1,No,No,56990,4,21,5
414,acer,Intel,Core i5,8th,8,DDR4,512,1024,Windows,64,2,ThinNlight,1,No,No,61990,4,73,21
415,DELL,Intel,Core i5,11th,8,DDR4,512,1024,Windows,32,0,Casual,1,No,No,58090,3,0,0
416,ASUS,Intel,Core i5,10th,8,DDR4,512,1024,Windows,64,0,Casual,1,No,No,56990,3,0,0
417,acer,Intel,Core i5,8th,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,No,61597,3,0,0
418,ASUS,Intel,Core i5,8th,8,DDR4,512,1024,Windows,64,0,ThinNlight,1,No,No,81990,3,0,0
419,ASUS,Intel,Core i5,10th,8,DDR4,512,1024,Windows,64,0,Casual,1,No,No,61249,3,0,0
420,DELL,Intel,Core i5,11th,8,DDR4,512,1024,Windows,32,0,Casual,1,No,No,58990,3,0,0
421,ASUS,Intel,Core i5,10th,8,DDR4,512,1024,Windows,64,2,Casual,1,No,No,83990,3,0,0
422,MSI,Intel,Core i5,10th,8,LPDDR4,512,512,DOS,32,6,Casual,1,No,No,291190,4,7,3
423,MSI,Intel,Core i5,10th,8,LPDDR4,512,512,DOS,32,6,Casual,1,No,No,145990,4,715,106
424,MSI,Intel,Core i5,10th,8,LPDDR4,512,512,DOS,32,8,Casual,1,No,No,179990,4,24,5
425,HP,Intel,Core i5,8th,8,DDR4,512,1024,Windows,64,2,Casual,1,No,Yes,64990,4,23,4
426,HP,Intel,Core i5,8th,8,DDR4,512,1024,Windows,64,0,Casual,1,No,No,46790,4,3062,325
427,HP,Intel,Core i5,7th,4,DDR4,512,1024,Windows,64,0,Casual,1,No,No,44599,4,122,12
428,acer,Intel,Core i5,8th,8,DDR4,512,1024,Windows,64,2,Casual,1,No,No,72964,4,18,6
429,HP,Intel,Core i5,10th,8,DDR4,512,1024,Windows,32,0,Casual,1,No,Yes,48790,3,11,1
430,acer,Intel,Core i5,10th,8,DDR4,512,1024,Windows,64,2,Casual,1,No,No,56491,3,30,6
431,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,32,0,Casual,1,No,Yes,50990,4,1188,127
432,ASUS,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,1,No,No,55990,4,23,0
433,acer,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,57990,4,32,1
434,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,52990,3,0,0
435,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,57990,4,47,0
436,acer,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,No,56990,4,27,2
437,acer,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,55490,3,8,3
438,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,1,No,No,62490,3,157,20
439,ASUS,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,1,No,No,64990,4,10,1
440,Lenovo,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,1,No,Yes,59990,4,52,4
441,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,1,No,Yes,60190,4,33,4
442,ASUS,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64,4,Gaming,1,No,No,54490,4,343,47
443,Lenovo,Intel,Core i5,9th,8,DDR4,256,1024,Windows,64,4,Casual,1,No,Yes,60990,4,131,17
444,DELL,Intel,Core i5,11th,4,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,55790,4,41,4
445,ASUS,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,Casual,1,No,Yes,64990,4,328,51
446,ASUS,Intel,Core i5,11th,16,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,No,58990,4,6,1
447,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,54990,3,353,28
448,HP,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,4,Gaming,1,No,Yes,71990,4,127,20
449,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,1,No,No,69900,3,0,0
450,Lenovo,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,1,No,Yes,65990,4,241,19
451,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,49990,3,22,2
452,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,ThinNlight,1,No,Yes,58990,4,8,1
453,Lenovo,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Gaming,1,No,No,74590,4,898,128
454,ASUS,Intel,Core i5,10th,8,DDR4,256,1024,Windows,32,2,Casual,1,No,No,58990,5,1,1
455,ASUS,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,0,Casual,1,No,No,64990,3,0,0
456,DELL,Intel,Core i5,11th,8,DDR4,256,1024,Windows,64,2,Casual,1,No,No,66490,3,6,1
457,DELL,Intel,Core i5,10th,8,DDR4,256,1024,Windows,64,4,Casual,1,No,No,77900,4,179,34
