,Brand,Processor_brand,Processor_name,Ram_gb,Ssd,Hdd,Os,Os_bit,Graphic_card_gb,Weight,Warranty,Touchscreen,Msoffice,Price,Number of ratings,Number of reviews
272,MSI,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,56541,677,87
273,ASUS,Intel,Core i5,16,512,0,Windows,64,0,ThinNlight,1,0,0,59990,3,0
274,Lenovo,Intel,Core i5,16,512,0,Windows,64,0,Casual,1,0,1,64990,46,4
275,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,61290,4,1
276,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,54990,9,1
277,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,1,59990,26,4
278,ASUS,Intel,Core i5,8,512,0,Windows,32,6,Casual,1,0,0,84990,5,0
279,HP,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,72500,40,3
280,Lenovo,Intel,Core i5,8,512,0,Windows,64,4,Gaming,1,0,0,59990,44,6
281,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,87990,28,6
282,HP,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,57990,1541,123
283,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,69490,72,7
284,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,Casual,3,1,1,68990,44,8
285,Lenovo,Intel,Core i5,8,512,0,Windows,32,0,Casual,1,0,1,77990,17,2
286,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,0,105990,59,11
287,MSI,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,79990,0,0
288,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,55490,337,27
289,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,69990,10,2
290,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,84990,10,2
291,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,59990,31,7
292,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,111890,0,0
293,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,0,65990,10,0
294,ASUS,Intel,Core i5,8,512,0,Windows,32,0,Casual,1,0,1,72990,76,14
295,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,71090,44,6
296,MSI,Intel,Core i5,8,512,0,Windows,64,4,Casual,2,0,0,74990,0,0
297,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,1,79990,11,3
298,MSI,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,55490,138,16
299,DELL,Intel,Core i5,8,512,0,Windows,64,2,ThinNlight,1,0,1,66490,199,17
300,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,1,53400,46,6
301,DELL,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,74500,45,5
302,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,114990,0,0
303,DELL,Intel,Core i5,8,512,0,Windows,64,2,ThinNlight,1,0,0,61990,35,4
304,APPLE,Intel,Core i5,8,512,0,Mac,64,0,Casual,1,0,0,159990,32,5
305,APPLE,Intel,Core i5,8,512,0,Mac,64,0,Casual,1,0,0,172090,108,13
306,MSI,Intel,Core i5,8,512,0,Windows,64,4,Casual,1,0,0,74990,0,0
307,MSI,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,56490,814,112
308,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,3,0,0,147000,0,0
309,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,55990,75,9
310,HP,Intel,Core i5,8,512,0,Windows,64,4,Gaming,1,0,1,77990,0,0
311,HP,Intel,Core i5,8,512,0,Windows,64,4,Casual,1,0,1,106490,3,0
312,Lenovo,Intel,Core i5,8,512,0,Windows,32,2,Casual,1,0,1,70990,11,3
313,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,1,64990,125,11
314,acer,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,57990,0,0
315,ASUS,Intel,Core i5,8,512,0,Windows,64,4,Gaming,1,0,0,64990,4,0
316,MSI,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,54990,714,147
317,HP,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,0,111999,0,0
318,Lenovo,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,1,70798,21,3
319,Lenovo,Intel,Core i5,8,512,0,Windows,64,4,Casual,1,0,0,59990,9,1
320,acer,Intel,Core i5,8,512,0,Windows,64,4,Casual,1,0,0,99500,0,0
321,HP,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,55990,30,4
322,ASUS,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,72990,44,4
323,acer,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,64990,4,1
324,ASUS,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,57990,0,0
325,HP,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,1,1,76990,14,2
326,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,Casual,2,0,1,62998,739,71
327,DELL,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,77990,31,5
328,HP,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,114990,145,19
329,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,1,65990,0,0
330,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,1,88990,19,2
331,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,113590,0,0
332,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,73990,32,6
333,HP,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,61000,1124,100
334,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,0,99990,35,6
335,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,67990,9,0
336,DELL,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,70799,98,6
337,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,65990,31,2
338,ASUS,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,53690,19,3
339,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,1,53190,11,0
340,Lenovo,Intel,Core i5,8,512,0,Windows,32,2,Casual,2,0,1,58999,45,3
341,DELL,Intel,Core i5,8,512,0,Windows,64,2,ThinNlight,3,0,0,71990,0,0
342,HP,Intel,Core i5,8,512,0,Windows,32,4,Casual,1,0,0,82000,0,0
343,ASUS,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,84990,0,0
344,Lenovo,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,0,89998,0,0
345,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,0,99990,0,0
346,Lenovo,Intel,Core i5,8,512,0,Windows,64,4,Gaming,1,0,0,69899,474,37
347,DELL,Intel,Core i5,8,512,0,Windows,64,4,Casual,1,0,0,79990,0,0
348,DELL,Intel,Core i5,8,512,0,Windows,64,4,Casual,1,0,0,76300,6,0
349,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,1,55999,0,0
350,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,72900,24,4
351,DELL,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,73990,195,17
352,ASUS,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,84990,0,0
353,DELL,Intel,Core i5,8,512,0,Windows,32,2,Casual,1,0,0,73519,0,0
354,HP,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,0,126000,2,1
355,ASUS,Intel,Core i5,8,512,0,Windows,64,6,Casual,1,0,0,88990,0,0
356,HP,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,1,1,114999,0,0
357,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,1,1,82990,21,2
358,acer,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,1,0,109999,0,0
359,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,1,1,82990,0,0
360,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,1,1,79990,5,0
361,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,0,114990,0,0
362,HP,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,0,129999,0,0
363,MSI,Intel,Core i5,8,512,0,Windows,32,6,Casual,1,0,0,149990,10,3
364,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,0,71290,0,0
365,DELL,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,79500,10,1
366,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,1,82990,15,3
367,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,1,70980,138,23
368,HP,Intel,Core i5,8,512,0,Windows,32,0,Casual,1,0,0,94000,0,0
369,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,1,0,82990,16,3
370,MSI,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,79990,11,4
371,ASUS,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,85990,0,0
372,ASUS,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,0,86990,0,0
373,ASUS,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,1,105990,4,0
374,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,84990,0,0
375,Lenovo,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,0,1,59999,22,3
376,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,1,91999,16,2
377,DELL,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,78900,16,1
378,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,0,0,132790,0,0
379,Lenovo,Intel,Core i5,8,512,0,Windows,64,4,Gaming,1,0,0,60990,14,6
380,Avita,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,65556,0,0
381,DELL,Intel,Core i5,16,512,0,Windows,64,0,ThinNlight,1,0,0,70190,6,3
382,DELL,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,1,0,79590,0,0
383,ASUS,Intel,Core i5,8,512,0,Windows,64,4,Casual,1,0,0,76990,0,0
384,Avita,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,44990,17,3
385,ASUS,Intel,Core i5,8,512,0,Windows,64,0,Casual,1,1,1,84990,17,2
386,Lenovo,Intel,Core i5,8,512,0,Windows,64,2,Casual,1,1,1,86999,3,0
387,HP,Intel,Core i5,16,512,0,Windows,64,2,Casual,1,0,0,78000,512,85
388,Avita,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,0,73063,17,3
389,HP,Intel,Core i5,16,512,0,Windows,64,4,Casual,1,0,1,100990,0,0
390,Lenovo,Intel,Core i5,8,512,0,Windows,64,0,ThinNlight,1,0,1,74990,3,1
391,ASUS,Intel,Core i5,8,512,0,Windows,64,4,Casual,1,0,0,75990,1365,137
392,Lenovo,Intel,Core i5,8,512,0,Windows,32,2,Casual,1,0,1,84086,8,3
393,ASUS,Intel,Core i5,8,1024,0,Windows,64,4,Gaming,1,0,0,75990,368,48
394,ASUS,Intel,Core i5,8,1024,0,Windows,64,4,Gaming,1,0,1,77990,202,26
395,ASUS,Intel,Core i5,8,1024,0,Windows,64,4,Casual,1,0,0,77990,187,26
396,APPLE,Intel,Core i5,16,1024,0,Mac,64,0,Casual,1,0,0,179990,31,3
397,APPLE,Intel,Core i5,16,1024,0,Mac,64,0,Casual,1,0,0,179990,91,5
398,ASUS,Intel,Core i5,8,1024,0,Windows,64,4,Casual,1,0,0,82990,844,118
399,ASUS,Intel,Core i5,8,1024,0,Windows,64,4,Casual,1,0,0,87990,0,0
400,ASUS,Intel,Core i5,8,1024,0,Windows,64,4,Casual,1,0,0,84500,3,0
401,DELL,Intel,Core i5,8,1024,0,Windows,64,0,ThinNlight,1,0,0,74190,21,3
402,Lenovo,Intel,Core i5,8,1024,0,Windows,64,0,ThinNlight,1,0,1,64990,4,0
403,Lenovo,Intel,Core i5,8,512,512,Windows,64,0,ThinNlight,3,1,0,155411,0,0
404,Lenovo,Intel,Core i5,8,512,512,Windows,64,0,ThinNlight,3,1,0,125394,0,0
405,acer,Intel,Core i5,8,512,1024,Windows,64,0,Casual,1,0,0,49990,0,0
406,acer,Intel,Core i5,8,512,1024,Windows,64,0,ThinNlight,1,0,0,46990,253,28
407,DELL,Intel,Core i5,8,512,1024,Windows,64,0,ThinNlight,1,0,1,48990,470,46
408,acer,Intel,Core i5,8,512,1024,Windows,64,2,Casual,1,0,1,59999,118,28
409,ASUS,Intel,Core i5,8,512,1024,Windows,64,0,ThinNlight,1,0,0,46990,1444,179
410,MSI,Intel,Core i5,8,512,1024,Windows,64,4,Casual,2,0,0,52990,1114,137
411,Lenovo,Intel,Core i5,8,512,1024,Windows,32,2,Casual,1,0,0,57999,0,0
412,Lenovo,Intel,Core i5,8,512,1024,Windows,64,0,Casual,1,0,0,52490,78,17
413,Lenovo,Intel,Core i5,8,512,1024,Windows,64,4,Casual,1,0,0,56990,21,5
414,acer,Intel,Core i5,8,512,1024,Windows,64,2,ThinNlight,1,0,0,61990,73,21
415,DELL,Intel,Core i5,8,512,1024,Windows,32,0,Casual,1,0,0,58090,0,0
416,ASUS,Intel,Core i5,8,512,1024,Windows,64,0,Casual,1,0,0,56990,0,0
417,acer,Intel,Core i5,8,512,1024,Windows,64,0,ThinNlight,1,0,0,61597,0,0
418,ASUS,Intel,Core i5,8,512,1024,Windows,64,0,ThinNlight,1,0,0,81990,0,0
419,ASUS,Intel,Core i5,8,512,1024,Windows,64,0,Casual,1,0,0,61249,0,0
420,DELL,Intel,Core i5,8,512,1024,Windows,32,0,Casual,1,0,0,58990,0,0
421,ASUS,Intel,Core i5,8,512,1024,Windows,64,2,Casual,1,0,0,83990,0,0
422,MSI,Intel,Core i5,8,512,512,DOS,32,6,Casual,1,0,0,291190,7,3
423,MSI,Intel,Core i5,8,512,512,DOS,32,6,Casual,1,0,0,145990,715,106
424,MSI,Intel,Core i5,8,512,512,DOS,32,8,Casual,1,0,0,179990,24,5
425,HP,Intel,Core i5,8,512,1024,Windows,64,2,Casual,1,0,1,64990,23,4
426,HP,Intel,Core i5,8,512,1024,Windows,64,0,Casual,1,0,0,46790,3062,325
427,HP,Intel,Core i5,4,512,1024,Windows,64,0,Casual,1,0,0,44599,122,12
428,acer,Intel,Core i5,8,512,1024,Windows,64,2,Casual,1,0,0,72964,18,6
429,HP,Intel,Core i5,8,512,1024,Windows,32,0,Casual,1,0,1,48790,11,1
430,acer,Intel,Core i5,8,512,1024,Windows,64,2,Casual,1,0,0,56491,30,6
431,ASUS,Intel,Core i5,8,256,1024,Windows,32,0,Casual,1,0,1,50990,1188,127
432,ASUS,Intel,Core i5,8,256,1024,Windows,64,4,Gaming,1,0,0,55990,23,0
433,acer,Intel,Core i5,8,256,1024,Windows,64,0,Casual,1,0,0,57990,32,1
434,ASUS,Intel,Core i5,8,256,1024,Windows,64,0,Casual,1,0,0,52990,0,0
435,DELL,Intel,Core i5,8,256,1024,Windows,64,0,Casual,1,0,0,57990,47,0
436,acer,Intel,Core i5,8,256,1024,Windows,64,0,ThinNlight,1,0,0,56990,27,2
437,acer,Intel,Core i5,8,256,1024,Windows,64,0,Casual,1,0,0,55490,8,3
438,DELL,Intel,Core i5,8,256,1024,Windows,64,2,Casual,1,0,0,62490,157,20
439,ASUS,Intel,Core i5,16,256,1024,Windows,64,0,Casual,1,0,0,64990,10,1
440,Lenovo,Intel,Core i5,8,256,1024,Windows,64,2,Casual,1,0,1,59990,52,4
441,ASUS,Intel,Core i5,8,256,1024,Windows,64,2,Casual,1,0,1,60190,33,4
442,ASUS,Intel,Core i5,8,256,1024,Windows,64,4,Gaming,1,0,0,54490,343,47
443,Lenovo,Intel,Core i5,8,256,1024,Windows,64,4,Casual,1,0,1,60990,131,17
444,DELL,Intel,Core i5,4,256,1024,Windows,64,0,ThinNlight,1,0,1,55790,41,4
445,ASUS,Intel,Core i5,16,256,1024,Windows,64,0,Casual,1,0,1,64990,328,51
446,ASUS,Intel,Core i5,16,256,1024,Windows,64,0,ThinNlight,1,0,0,58990,6,1
447,DELL,Intel,Core i5,8,256,1024,Windows,64,0,ThinNlight,1,0,1,54990,353,28
448,HP,Intel,Core i5,8,256,1024,Windows,64,4,Gaming,1,0,1,71990,127,20
449,DELL,Intel,Core i5,8,256,1024,Windows,64,2,Casual,1,0,0,69900,0,0
450,Lenovo,Intel,Core i5,8,256,1024,Windows,64,2,Casual,1,0,1,65990,241,19
451,ASUS,Intel,Core i5,8,256,1024,Windows,64,0,Casual,1,0,0,49990,22,2
452,DELL,Intel,Core i5,8,256,1024,Windows,64,0,ThinNlight,1,0,1,58990,8,1
453,Lenovo,Intel,Core i5,8,256,1024,Windows,64,4,Gaming,1,0,0,74590,898,128
454,ASUS,Intel,Core i5,8,256,1024,Windows,32,2,Casual,1,0,0,58990,1,1
455,ASUS,Intel,Core i5,8,256,1024,Windows,64,0,Casual,1,0,0,64990,0,0
456,DELL,Intel,Core i5,8,256,1024,Windows,64,2,Casual,1,0,0,66490,6,1
457,DELL,Intel,Core i5,8,256,1024,Windows,64,4,Casual,1,0,0,77900,179,34
458,DELL,Intel,Core i5,8,256,1024,Windows,64,2,Casual,1,0,0,67490,41,5
459,DELL,Intel,Core i5,8,256,1024,Windows,64,0,ThinNlight,1,0,1,61990,0,0
460,DELL,Intel,Core i5,8,256,1024,Windows,64,0,Casual,1,0,1,58990,114,9
461,Lenovo,Intel,Core i5,8,256,1024,Windows,64,4,Gaming,1,0,0,74999,268,25
462,ASUS,Intel,Core i5,8,256,1024,Windows,64,0,Casual,1,0,1,68900,6,1
463,DELL,Intel,Core i5,8,256,1024,Windows,64,2,Casual,1,0,0,71695,153,16
464,acer,Intel,Core i5,16,256,1024,Windows,64,0,Casual,1,0,0,62490,8,0
465,DELL,Intel,Core i5,8,512,2048,Windows,64,2,Casual,1,0,1,62317,377,53
466,MSI,Intel,Core i5,8,512,512,DOS,32,8,Casual,1,0,0,207290,0,0
467,DELL,Intel,Core i7,16,256,0,Windows,64,4,Casual,1,0,1,87990,120,21
468,Avita,Intel,Core i7,8,256,0,Windows,64,0,ThinNlight,1,0,0,73990,0,0
469,ASUS,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,0,0,57990,76,9
470,ASUS,Intel,Core i7,8,512,0,Windows,64,4,Gaming,1,0,0,61990,11,2
471,MSI,Intel,Core i7,16,512,0,Windows,64,4,Casual,2,0,0,79990,484,56
472,Lenovo,Intel,Core i7,8,512,0,Windows,64,4,Gaming,1,0,1,68990,44,2
473,Lenovo,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,1,1,85990,77,10
474,Lenovo,Intel,Core i7,16,512,0,Windows,64,4,Casual,1,0,1,99990,11,3
475,ASUS,Intel,Core i7,8,512,0,Windows,64,0,Casual,1,0,1,77990,21,5
476,Lenovo,Intel,Core i7,8,512,0,Windows,64,4,Gaming,1,0,0,79990,5,2
477,HP,Intel,Core i7,16,512,0,Windows,64,4,Casual,1,0,1,93190,4,0
478,ASUS,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,0,1,94990,0,0
479,Lenovo,Intel,Core i7,16,512,0,Windows,64,0,Casual,3,1,1,84990,13,2
480,MSI,Intel,Core i7,8,512,0,Windows,64,0,ThinNlight,1,0,0,57990,15,0
481,HP,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,1,1,102990,11,2
482,DELL,Intel,Core i7,16,512,0,Windows,64,4,Casual,1,0,0,99990,0,0
483,ASUS,Intel,Core i7,16,512,0,Windows,64,4,Gaming,1,0,0,94990,118,15
484,HP,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,1,1,104000,0,0
485,MSI,Intel,Core i7,16,512,0,Windows,64,2,Casual,1,0,0,76990,0,0
486,HP,Intel,Core i7,16,512,0,Windows,64,4,Gaming,1,0,1,90190,6,1
487,Lenovo,Intel,Core i7,16,512,0,Windows,32,0,Casual,1,1,0,88488,0,0
488,MSI,Intel,Core i7,16,512,0,Windows,64,4,Casual,1,0,0,109990,138,30
489,MSI,Intel,Core i7,16,512,0,Windows,64,4,Casual,1,0,0,86990,0,0
490,MSI,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,0,0,89990,0,0
491,HP,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,1,1,239759,0,0
492,ASUS,Intel,Core i7,16,512,0,Windows,64,2,Casual,1,0,1,78990,35,4
493,DELL,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,0,1,121890,3,0
494,ASUS,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,0,0,85990,18,0
495,MSI,Intel,Core i7,16,512,0,Windows,64,4,Casual,2,0,0,94990,0,0
496,HP,Intel,Core i7,16,512,0,Windows,64,4,Gaming,1,0,1,92000,8,1
497,HP,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,1,0,162990,3,1
498,DELL,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,0,1,135300,5,2
499,MSI,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,0,0,64990,33,5
500,Lenovo,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,3,0,0,174527,0,0
501,Lenovo,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,0,0,162299,0,0
502,DELL,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,1,1,109190,0,0
503,HP,Intel,Core i7,16,512,0,Windows,64,0,Casual,1,1,1,99999,0,0
504,MSI,Intel,Core i7,16,512,0,Windows,64,2,Casual,1,0,0,104990,85,9
505,ASUS,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,1,0,109990,0,0
506,ASUS,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,0,0,99990,30,7
507,Lenovo,Intel,Core i7,16,512,0,Windows,64,2,ThinNlight,1,0,0,244801,0,0
508,ASUS,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,0,0,94990,0,0
509,Lenovo,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,0,1,86000,0,0
510,Lenovo,Intel,Core i7,16,512,0,Windows,32,2,Casual,1,0,0,162399,0,0
511,HP,Intel,Core i7,16,512,0,Windows,32,0,Casual,1,0,0,119599,0,0
512,Lenovo,Intel,Core i7,16,512,0,Windows,64,0,ThinNlight,1,0,0,211753,0,0
513,Lenovo,Intel,Core i7,16,512,0,Windows,32,0,Casual,1,0,0,110999,0,0
514,ASUS,Intel,Core i7,8,512,0,Windows,64,0,ThinNlight,1,0,0,81990,40,4
515,MSI,Intel,Core i7,8,512,0,Windows,64,4,Casual,2,0,0,66990,1639,230
516,MSI,Intel,Core i7,16,1024,0,Windows,64,6,Casual,2,0,0,84990,498,64
517,ASUS,Intel,Core i7,16,1024,0,Windows,64,2,Casual,1,1,1,104990,0,0
518,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,134990,0,0
519,ASUS,Intel,Core i7,16,1024,0,Windows,64,4,Gaming,1,0,0,98990,445,56
520,HP,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,1,144690,17,4
521,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,ThinNlight,1,0,0,99990,0,0
522,MSI,Intel,Core i7,16,1024,0,Windows,64,6,Casual,2,0,0,119990,20,3
523,ASUS,Intel,Core i7,16,1024,0,Windows,32,4,Casual,1,0,0,194990,0,0
524,ASUS,Intel,Core i7,16,1024,0,Windows,64,2,Casual,1,0,1,124990,17,1
525,DELL,Intel,Core i7,16,1024,0,Windows,64,2,Casual,1,0,0,122410,0,0
526,HP,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,179990,13,5
527,MSI,Intel,Core i7,16,1024,0,Windows,64,4,Casual,2,1,0,154990,3,2
528,Lenovo,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,1,122990,4,2
529,ASUS,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,1,0,224990,9,0
530,MSI,Intel,Core i7,16,1024,0,Windows,64,8,Casual,1,0,0,279990,0,0
531,HP,Intel,Core i7,16,1024,0,Windows,64,4,Casual,1,0,0,121990,0,0
532,HP,Intel,Core i7,16,1024,0,Windows,64,4,Casual,1,0,0,116990,0,0
533,Lenovo,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,0,151098,7,0
534,MSI,Intel,Core i7,16,1024,0,Windows,64,8,Casual,2,0,0,129990,14,3
535,HP,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,149999,0,0
536,MSI,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,0,139990,4,2
537,acer,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,0,129990,54,7
538,HP,Intel,Core i7,16,1024,0,Windows,64,8,Casual,1,0,1,171990,0,0
539,DELL,Intel,Core i7,16,1024,0,Windows,64,2,Casual,1,0,1,93955,4,0
540,ASUS,Intel,Core i7,16,1024,0,Windows,64,8,Casual,1,0,0,234990,0,0
541,HP,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,1,128500,3,1
542,Lenovo,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,1,102990,16,2
543,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,119990,8,1
544,ASUS,Intel,Core i7,16,1024,0,Windows,32,6,Casual,1,0,0,120980,0,0
545,ASUS,Intel,Core i7,16,1024,0,Windows,32,6,Casual,1,0,0,157249,7,0
546,Lenovo,Intel,Core i7,16,1024,0,Windows,64,4,ThinNlight,1,0,0,229900,0,0
547,ASUS,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,0,131500,0,0
548,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,0,154990,3,0
549,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,0,165990,0,0
550,Lenovo,Intel,Core i7,16,1024,0,Windows,64,0,ThinNlight,1,0,0,119990,2,1
551,ASUS,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,0,167990,0,0
552,HP,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,1,0,165000,0,0
553,Avita,Intel,Core i7,16,1024,0,Windows,64,0,ThinNlight,1,0,0,62990,207,49
554,Lenovo,Intel,Core i7,16,1024,0,Windows,64,0,Casual,1,0,1,85990,7,2
555,HP,Intel,Core i7,16,1024,0,Windows,64,2,Casual,1,0,1,94990,0,0
556,HP,Intel,Core i7,16,1024,0,Windows,64,6,Casual,1,0,1,136990,0,0
557,Lenovo,Intel,Core i7,16,1024,0,Windows,64,8,Casual,1,0,1,234990,0,0
558,acer,Intel,Core i7,16,2048,0,Windows,64,8,Casual,1,0,0,159990,4,0
559,ASUS,Intel,Core i7,16,2048,0,Windows,64,0,Casual,1,0,0,233990,0,0
560,ASUS,Intel,Core i7,16,512,1024,Windows,64,2,Casual,1,0,0,93990,0,0
561,HP,Intel,Core i7,16,128,1024,Windows,64,4,Casual,1,0,0,116941,0,0
562,MSI,Intel,Core i7,8,256,1024,Windows,64,4,Casual,2,0,0,63990,794,83
